Ensembl ID,Gene,Description,Biotype,log2 FC,T Statistic,p-value,FDR-corrected p-value,DE_Direction,zdb_id,ensembl_new,ncbi_id
ENSDARG00000074262,nck1a,NCK adaptor protein 1a [Source:ZFIN;Acc:ZDB-GENE-070912-547],protein_coding,0.33488951100000003,3.274961603,0.002954702,0.04634221400000001,1,ZDB-GENE-070912-547,ENSDARG00000074262,564584
ENSDARG00000031702,prkg1b,"protein kinase, cGMP-dependent, type Ib [Source:ZFIN;Acc:ZDB-GENE-080225-40]",protein_coding,0.641770316,3.286886424,0.0029917520000000003,0.046708342,1,ZDB-GENE-080225-40,ENSDARG00000031702,566430
ENSDARG00000022599,dnpep,aspartyl aminopeptidase [Source:ZFIN;Acc:ZDB-GENE-040426-852],protein_coding,-0.299446371,-3.269731117,0.0029936809999999998,0.046722879,-1,ZDB-GENE-040426-852,ENSDARG00000022599,393122
ENSDARG00000116748,cdc42l,"cell division cycle 42, like [Source:ZFIN;Acc:ZDB-GENE-030131-6069]",protein_coding,-0.73728471,-3.269507078,0.002995362,0.046731990999999994,-1,ZDB-GENE-030131-6069,ENSDARG00000040158,793158
ENSDARG00000070164,ubr2,ubiquitin protein ligase E3 component n-recognin 2 [Source:ZFIN;Acc:ZDB-GENE-081107-29],protein_coding,-0.18150867699999998,-3.268241957,0.0030048690000000003,0.046814832,-1,ZDB-GENE-081107-29,ENSDARG00000070164,559136
ENSDARG00000061976,sema6bb,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6Bb [Source:ZFIN;Acc:ZDB-GENE-081105-129]",protein_coding,-0.279963311,-3.262546023,0.0030480359999999996,0.047244363,-1,ZDB-GENE-081105-129,ENSDARG00000061976,undef
ENSDARG00000032430,ppp2r1bb,"protein phosphatase 2, regulatory subunit A, beta b [Source:ZFIN;Acc:ZDB-GENE-040927-20]",protein_coding,-0.17292625,-3.262464956,0.003048654,0.047244997999999996,-1,ZDB-GENE-040927-20,ENSDARG00000032430,449548
ENSDARG00000025403,ftr83,"finTRIM family, member 83 [Source:ZFIN;Acc:ZDB-GENE-031002-11]",protein_coding,0.30722234800000003,3.262425027,0.0030489590000000004,0.047246737000000004,1,ZDB-GENE-031002-11,ENSDARG00000025403,565972
ENSDARG00000076227,ror2,receptor tyrosine kinase-like orphan receptor 2 [Source:ZFIN;Acc:ZDB-GENE-060427-5],protein_coding,0.788542418,3.2596472569999997,0.003070233,0.047429617,1,ZDB-GENE-060427-5,ENSDARG00000076227,561183
ENSDARG00000115159,BX927368.3, ,protein_coding,-0.325440928,-3.2578705689999996,0.003083915,0.047572087,-1,undef,ENSDARG00000115159,undef
ENSDARG00000030700,ctps1a,CTP synthase 1a [Source:ZFIN;Acc:ZDB-GENE-030131-808],protein_coding,0.292535699,3.2567835410000003,0.003092314,0.047650715,1,ZDB-GENE-030131-808,ENSDARG00000030700,322089
ENSDARG00000023536,nnt,nicotinamide nucleotide transhydrogenase [Source:ZFIN;Acc:ZDB-GENE-040426-2592],protein_coding,-0.111711086,-3.253540301,0.0031175070000000003,0.04787957,-1,ZDB-GENE-040426-2592,ENSDARG00000023536,406619
ENSDARG00000018726,slco3a1,"solute carrier organic anion transporter family, member 3A1 [Source:ZFIN;Acc:ZDB-GENE-030131-8662]",protein_coding,-0.35201197100000003,-3.248554216,0.0031566240000000002,0.048232772,-1,ZDB-GENE-030131-8662,ENSDARG00000018726,569735
ENSDARG00000100529,sh3bp5a,SH3-domain binding protein 5a (BTK-associated) [Source:ZFIN;Acc:ZDB-GENE-111111-2],protein_coding,0.287225575,3.2475552239999996,0.003164518,0.048314275999999996,1,ZDB-GENE-111111-2,ENSDARG00000100529,555222
ENSDARG00000076899,slc2a13b,"solute carrier family 2 (facilitated glucose transporter), member 13b [Source:ZFIN;Acc:ZDB-GENE-090812-1]",protein_coding,0.45565850399999996,3.2449537260000003,0.0031851640000000003,0.048503958,1,ZDB-GENE-090812-1,ENSDARG00000076899,559440
ENSDARG00000098355,atp5pd,ATP synthase peripheral stalk subunit d [Source:ZFIN;Acc:ZDB-GENE-040426-1658],protein_coding,-0.216373918,-3.23910661,0.003232042,0.048955295999999995,-1,ZDB-GENE-040426-1658,ENSDARG00000098355,393675
ENSDARG00000077533,eif3f,"eukaryotic translation initiation factor 3, subunit F [Source:ZFIN;Acc:ZDB-GENE-100215-2]",protein_coding,-0.199765949,-3.236721671,0.003251353,0.049144649000000006,-1,ZDB-GENE-100215-2,ENSDARG00000077533,557270
ENSDARG00000111871,CR352233.2, ,protein_coding,0.46813481100000004,3.239479039,0.0032612059999999996,0.049251800000000005,1,undef,ENSDARG00000111871,undef
ENSDARG00000063684,ppm1h,"protein phosphatase, Mg2+/Mn2+ dependent, 1H [Source:ZFIN;Acc:ZDB-GENE-061027-190]",protein_coding,-0.293464325,-3.234853756,0.003266556,0.049310640999999995,-1,ZDB-GENE-061027-190,ENSDARG00000063684,768291
ENSDARG00000056328,rhot2,ras homolog family member T2 [Source:ZFIN;Acc:ZDB-GENE-051120-96],protein_coding,-0.285636226,-3.2344191319999998,0.003270103,0.049339901,-1,ZDB-GENE-051120-96,ENSDARG00000056328,557574
ENSDARG00000062181,bmt2,base methyltransferase of 25S rRNA 2 homolog [Source:ZFIN;Acc:ZDB-GENE-060825-17],protein_coding,-0.284631593,-3.2301211889999997,0.003305379,0.049637126,-1,ZDB-GENE-060825-17,ENSDARG00000062181,558558
ENSDARG00000070575,fam131bb,"family with sequence similarity 131, member Bb [Source:ZFIN;Acc:ZDB-GENE-100922-12]",protein_coding,0.173371547,3.229485988,0.003310623,0.049688514,1,ZDB-GENE-100922-12,ENSDARG00000070575,556725
ENSDARG00000103984,cyth4b,cytohesin 4b [Source:ZFIN;Acc:ZDB-GENE-080219-45],protein_coding,1.034047698,3.226292778,0.00333711,0.049936355999999994,1,ZDB-GENE-080219-45,ENSDARG00000103984,100141338
ENSDARG00000017255,tmed1b,transmembrane p24 trafficking protein 1b [Source:ZFIN;Acc:ZDB-GENE-070112-1112],protein_coding,-0.63793868,-3.225993201,0.003339605,0.049940202,-1,ZDB-GENE-070112-1112,ENSDARG00000017255,791158
